,start,mid,end,grade,user_grade,is_benchmark,repeats,url
325103,"[[5, 4]]","[[7, 7], [4, 9], [4, 11], [1, 12], [4, 14]]","[[3, 17]]",0,0,False,9,https://moonboard.com/Problems/View/325103/4x4-2
325102,"[[10, 4]]","[[9, 7], [8, 9], [7, 10], [8, 13], [4, 14]]","[[3, 17]]",0,0,False,11,https://moonboard.com/Problems/View/325102/4x4-1
325094,"[[6, 1], [8, 4]]","[[5, 6], [8, 10], [5, 12], [8, 15]]","[[6, 17]]",2,2,False,16,https://moonboard.com/Problems/View/325094/perfect-symmetry
325090,"[[2, 4], [3, 5]]","[[3, 9], [8, 13], [6, 14], [0, 9], [3, 12]]","[[10, 17]]",3,,False,2,https://moonboard.com/Problems/View/325090/fingers-problem
325089,"[[5, 4], [6, 1]]","[[6, 8], [4, 9], [4, 11], [4, 12], [8, 15]]","[[6, 17]]",0,,False,3,https://moonboard.com/Problems/View/325089/fry
325087,"[[5, 4]]","[[2, 6], [5, 10], [2, 12]]","[[3, 17]]",1,,False,5,https://moonboard.com/Problems/View/325087/gay-baby
325082,"[[10, 4]]","[[9, 7], [7, 10], [8, 13], [4, 14]]","[[7, 17]]",1,0,False,11,https://moonboard.com/Problems/View/325082/sick-bubblegum
325079,"[[5, 4]]","[[2, 6], [3, 9], [2, 11], [4, 12], [4, 14]]","[[6, 17]]",0,0,True,7082,https://moonboard.com/Problems/View/325079/getting-fingers-ready
325074,"[[10, 4]]","[[9, 6], [9, 8], [7, 12], [10, 13], [4, 14], [1, 8]]","[[2, 17]]",4,,False,2,https://moonboard.com/Problems/View/325074/delusion-of-grandeur
325073,"[[5, 4]]","[[4, 7], [5, 10], [1, 10], [4, 14], [1, 15]]","[[6, 17]]",0,0,False,18,https://moonboard.com/Problems/View/325073/ginger-beer-vs-irn-bru
325070,"[[5, 4]]","[[9, 7], [7, 11], [8, 13]]","[[3, 17]]",1,,False,1,https://moonboard.com/Problems/View/325070/test-frite
325060,"[[10, 4]]","[[9, 7], [8, 9], [7, 13], [3, 12], [3, 14]]","[[0, 17]]",1,,False,2,https://moonboard.com/Problems/View/325060/bob-jr
325058,"[[5, 4]]","[[4, 9], [7, 12], [6, 13]]","[[6, 17]]",2,,False,1,https://moonboard.com/Problems/View/325058/applause
325051,"[[8, 4]]","[[6, 10], [2, 6], [0, 12], [4, 15]]","[[8, 17]]",5,,False,2,https://moonboard.com/Problems/View/325051/piss-meg-i-%C3%B8ret
325050,"[[2, 4], [5, 5]]","[[8, 11], [1, 10], [2, 14], [8, 15], [4, 8]]","[[2, 17]]",5,,False,4,https://moonboard.com/Problems/View/325050/trainspotting
325048,"[[5, 4], [4, 5]]","[[6, 7], [7, 9], [7, 10], [6, 11], [4, 12], [4, 14], [1, 15], [3, 8], [2, 8]]","[[3, 17], [4, 17]]",0,0,False,8,https://moonboard.com/Problems/View/325048/summer-camp
325043,"[[5, 4], [8, 4]]","[[6, 12], [8, 13], [6, 16], [6, 14], [10, 8], [4, 9], [7, 9], [7, 7], [6, 1]]","[[8, 17]]",0,0,False,9,https://moonboard.com/Problems/View/325043/baby-daisy
325039,"[[9, 4]]","[[10, 8], [5, 10], [4, 15], [9, 6], [7, 13]]","[[8, 17]]",3,,False,14,https://moonboard.com/Problems/View/325039/blue-in-green
325038,"[[8, 4]]","[[7, 8], [3, 9], [3, 12], [3, 15]]","[[2, 17]]",4,,False,3,https://moonboard.com/Problems/View/325038/all-blues
325037,"[[8, 4]]","[[2, 6], [5, 10], [0, 13], [3, 9]]","[[3, 17]]",2,,False,2,https://moonboard.com/Problems/View/325037/freddie-freeloader
325036,"[[10, 4]]","[[5, 4], [4, 7], [1, 9], [6, 12], [5, 13]]","[[4, 17]]",1,1,False,18,https://moonboard.com/Problems/View/325036/flow-of-energy
325035,"[[7, 4], [8, 5]]","[[5, 6], [9, 9], [2, 9], [6, 12], [3, 16]]","[[6, 17]]",1,,False,1,https://moonboard.com/Problems/View/325035/vanilla-milkshake
325034,"[[0, 4], [2, 4]]","[[1, 7], [4, 9], [4, 12], [4, 14]]","[[1, 17]]",1,1,False,24,https://moonboard.com/Problems/View/325034/jendem-edition
325033,"[[8, 4]]","[[6, 8], [5, 10], [4, 11], [9, 6], [8, 13], [5, 12]]","[[4, 17]]",1,,False,1,https://moonboard.com/Problems/View/325033/krokofant
325032,"[[5, 4]]","[[6, 8], [2, 7], [5, 10], [2, 12], [3, 14]]","[[3, 17]]",0,0,False,7,https://moonboard.com/Problems/View/325032/bushmans-revenge
325030,"[[10, 4]]","[[9, 7], [6, 8], [5, 10], [2, 12], [6, 16]]","[[6, 17], [10, 17]]",1,,False,2,https://moonboard.com/Problems/View/325030/beijing
325028,"[[6, 1], [8, 3]]","[[4, 7], [5, 10], [2, 4], [0, 13]]","[[3, 17]]",1,,False,2,https://moonboard.com/Problems/View/325028/chocolate-milkshake
325027,"[[6, 3]]","[[6, 13], [4, 7], [8, 8]]","[[3, 17]]",4,,False,1,https://moonboard.com/Problems/View/325027/catch-and-pull
325026,"[[2, 4]]","[[0, 8], [5, 10], [0, 13], [4, 15], [7, 8]]","[[8, 17]]",4,,False,2,https://moonboard.com/Problems/View/325026/no-women-no-cry
325025,"[[0, 4]]","[[0, 8], [5, 10], [2, 14]]","[[6, 17]]",4,,False,4,https://moonboard.com/Problems/View/325025/war-peace
325024,"[[2, 4], [0, 4]]","[[1, 8], [0, 11], [4, 12], [4, 14], [9, 15], [10, 9]]","[[10, 17]]",4,,False,8,https://moonboard.com/Problems/View/325024/maximum-effort
325014,"[[5, 4], [10, 4]]","[[9, 7], [7, 9], [9, 12], [5, 13], [8, 15]]","[[4, 17]]",0,0,False,32,https://moonboard.com/Problems/View/325014/onboarding-2-v3
325013,"[[5, 4]]","[[4, 7], [6, 8], [4, 9], [6, 12], [4, 14]]","[[6, 17]]",0,0,False,49,https://moonboard.com/Problems/View/325013/onboarding-1-v3
325005,"[[6, 3]]","[[9, 6], [7, 8], [6, 10], [4, 14], [3, 11], [3, 16]]","[[6, 17]]",1,,False,2,https://moonboard.com/Problems/View/325005/sa
324998,"[[7, 4], [6, 1]]","[[5, 9], [2, 7], [3, 13], [7, 13], [10, 9]]","[[6, 17]]",3,,False,2,https://moonboard.com/Problems/View/324998/mmm-flags
324993,"[[7, 4], [10, 4]]","[[9, 7], [5, 8], [8, 11], [5, 13]]","[[6, 17]]",0,0,False,10,https://moonboard.com/Problems/View/324993/wifi-lit
324990,"[[10, 4]]","[[9, 7], [8, 8], [5, 9], [4, 12], [7, 15]]","[[4, 17]]",2,2,False,11,https://moonboard.com/Problems/View/324990/big-kahuna
324984,"[[8, 5], [3, 2]]","[[2, 6], [7, 8], [3, 9], [8, 11], [5, 12], [7, 15]]","[[4, 17]]",1,,False,2,https://moonboard.com/Problems/View/324984/hypnodisco
324983,"[[8, 5], [3, 2]]","[[6, 1], [2, 7], [5, 10], [1, 12], [3, 14], [1, 6]]","[[1, 17]]",1,,False,1,https://moonboard.com/Problems/View/324983/yellow-eyed-monster
324978,"[[8, 4]]","[[4, 7], [4, 11], [0, 13]]","[[2, 17]]",2,,False,1,https://moonboard.com/Problems/View/324978/olaolita
324977,"[[10, 4]]","[[9, 7], [7, 9], [8, 11], [8, 13], [8, 15]]","[[8, 17]]",0,0,False,8,https://moonboard.com/Problems/View/324977/linear
324974,"[[3, 4], [1, 5]]","[[3, 8], [1, 9], [1, 10], [2, 12], [4, 13], [1, 15]]","[[1, 17]]",1,,False,3,https://moonboard.com/Problems/View/324974/at
324969,"[[3, 5], [5, 5]]","[[3, 9], [5, 12], [5, 13], [5, 8], [9, 7]]","[[6, 17]]",2,,False,3,https://moonboard.com/Problems/View/324969/it-s-good-to-be-short
324967,"[[8, 3], [7, 4]]","[[9, 7], [4, 12], [6, 9], [6, 10], [5, 14]]","[[3, 17]]",1,,False,1,https://moonboard.com/Problems/View/324967/pock-it
324966,"[[7, 4], [10, 4]]","[[6, 1], [7, 7], [4, 7], [3, 9], [6, 12], [2, 12], [4, 15]]","[[3, 17]]",1,1,False,8,https://moonboard.com/Problems/View/324966/first-one-be-nice
324964,"[[2, 4], [1, 5]]","[[3, 14], [4, 15], [5, 10], [2, 12], [1, 9], [4, 7]]","[[8, 17]]",0,,False,5,https://moonboard.com/Problems/View/324964/where-s-your-berry
324963,"[[5, 4], [6, 1]]","[[6, 8], [2, 9], [2, 14], [4, 12], [4, 7]]","[[4, 17]]",0,0,False,11,https://moonboard.com/Problems/View/324963/nicetry-2
324962,"[[5, 4]]","[[4, 7], [1, 9], [4, 11], [2, 12], [4, 14]]","[[3, 17]]",0,0,False,17,https://moonboard.com/Problems/View/324962/nicetry
324960,"[[5, 4], [6, 3]]","[[7, 10], [10, 4], [6, 12], [8, 13], [6, 16], [10, 7]]","[[8, 17]]",0,,False,1,https://moonboard.com/Problems/View/324960/pajama-man
324956,"[[6, 3]]","[[6, 7], [3, 9], [8, 8], [10, 5], [5, 12], [10, 13], [9, 13]]","[[10, 17]]",3,,False,6,https://moonboard.com/Problems/View/324956/4-jezza
324955,"[[10, 4]]","[[9, 7], [4, 7], [8, 11], [4, 13], [3, 16]]","[[0, 17]]",3,,False,1,https://moonboard.com/Problems/View/324955/heavy-cross
324954,"[[5, 4], [6, 1]]","[[7, 9], [4, 9], [6, 12], [4, 14], [6, 7]]","[[6, 17]]",0,0,False,16,https://moonboard.com/Problems/View/324954/johnny-s-juice
324953,"[[5, 4]]","[[8, 9], [4, 12], [6, 16], [5, 11]]","[[4, 17]]",0,0,False,19,https://moonboard.com/Problems/View/324953/f12-appreciation
324948,"[[10, 4]]","[[5, 6], [2, 4], [6, 9], [2, 9], [4, 12], [7, 13], [5, 15]]","[[6, 17]]",2,,False,1,https://moonboard.com/Problems/View/324948/ugh
324942,"[[8, 4]]","[[6, 7], [8, 11], [8, 14]]","[[10, 17]]",2,,False,1,https://moonboard.com/Problems/View/324942/drop-shipping
324941,"[[5, 4]]","[[7, 9], [10, 6], [5, 12], [4, 14], [8, 11], [7, 13], [6, 16]]","[[4, 17]]",0,0,False,12,https://moonboard.com/Problems/View/324941/charles-project
324939,"[[10, 4]]","[[6, 3], [4, 5], [2, 7], [5, 9], [5, 12], [8, 13], [6, 16]]","[[3, 17]]",2,,False,1,https://moonboard.com/Problems/View/324939/hardly-not-never
324933,"[[5, 4]]","[[2, 6], [4, 8], [1, 10], [4, 12], [5, 13], [8, 15]]","[[8, 17]]",1,1,False,6,https://moonboard.com/Problems/View/324933/estella18
324930,"[[3, 2], [6, 1]]","[[6, 7], [2, 9], [9, 9], [6, 13]]","[[3, 17]]",4,,False,2,https://moonboard.com/Problems/View/324930/tilt-shift
324921,"[[1, 5], [8, 5]]","[[5, 4], [9, 7], [7, 10], [8, 13], [4, 14]]","[[3, 17]]",1,,False,8,https://moonboard.com/Problems/View/324921/operation-spiderpig
324920,"[[5, 4]]","[[6, 1], [2, 6], [4, 7], [2, 9], [3, 11], [2, 12], [4, 12], [1, 15]]","[[3, 17]]",0,0,False,12,https://moonboard.com/Problems/View/324920/mel-2-v3
324917,"[[4, 5], [6, 3]]","[[4, 8], [0, 8], [2, 12], [2, 13], [6, 16]]","[[6, 17]]",3,,False,2,https://moonboard.com/Problems/View/324917/koxka
324915,"[[3, 2], [1, 3]]","[[6, 6], [5, 8], [3, 12], [7, 13]]","[[7, 17]]",5,,False,2,https://moonboard.com/Problems/View/324915/a-ghost
324909,"[[6, 3], [6, 5]]","[[6, 8], [4, 11], [8, 13], [6, 14]]","[[8, 17]]",1,1,False,11,https://moonboard.com/Problems/View/324909/purple-nurple-boys
324908,"[[9, 4]]","[[5, 6], [6, 6], [9, 11], [4, 9], [5, 12], [4, 15]]","[[0, 17]]",3,,False,3,https://moonboard.com/Problems/View/324908/medium-ninja
324907,"[[1, 2]]","[[2, 6], [2, 10], [4, 11], [3, 10], [5, 14], [6, 16]]","[[10, 17]]",2,,False,5,https://moonboard.com/Problems/View/324907/amateur-ninja
324905,"[[5, 4]]","[[4, 10], [6, 13], [4, 9], [9, 4], [4, 15], [2, 7], [9, 15]]","[[10, 17]]",1,,False,3,https://moonboard.com/Problems/View/324905/here-i-come-spac
324904,"[[5, 4]]","[[10, 5], [7, 7], [7, 9], [6, 12], [5, 13], [8, 13]]","[[8, 17]]",0,0,False,15,https://moonboard.com/Problems/View/324904/just-easy-enough
324903,"[[10, 4]]","[[8, 9], [7, 11], [3, 7], [5, 12], [5, 14], [3, 15]]","[[7, 17]]",2,,False,1,https://moonboard.com/Problems/View/324903/gimmie-balearic
324901,"[[5, 4]]","[[8, 10], [10, 13], [10, 15], [6, 5], [9, 9], [6, 10], [9, 13]]","[[10, 17]]",1,,False,1,https://moonboard.com/Problems/View/324901/dungeon-crawling-techno
324900,"[[5, 4]]","[[6, 7], [2, 9], [4, 12], [4, 14]]","[[6, 17]]",0,0,False,23,https://moonboard.com/Problems/View/324900/albino-rhino
324899,"[[10, 4]]","[[9, 7], [7, 9], [6, 13], [6, 16]]","[[3, 17]]",1,2,False,44,https://moonboard.com/Problems/View/324899/i-ve-been-double-crossed
324898,"[[5, 4], [10, 4]]","[[6, 7], [7, 9], [4, 9], [6, 12], [4, 14]]","[[4, 17]]",0,0,False,21,https://moonboard.com/Problems/View/324898/good-holds-galore
324897,"[[5, 4]]","[[0, 8], [3, 7], [2, 11], [0, 12], [4, 13], [3, 16]]","[[7, 17]]",1,,False,2,https://moonboard.com/Problems/View/324897/crime-wave
324896,"[[5, 4]]","[[7, 9], [3, 11], [3, 14]]","[[3, 17]]",1,,False,4,https://moonboard.com/Problems/View/324896/baby-big-moves
324893,"[[0, 4]]","[[4, 6], [2, 7], [5, 9], [5, 12], [8, 15]]","[[3, 17]]",2,,False,2,https://moonboard.com/Problems/View/324893/garage-blues
324888,"[[9, 4]]","[[9, 7], [8, 9], [7, 10], [2, 12], [4, 15]]","[[0, 17]]",1,,False,3,https://moonboard.com/Problems/View/324888/onda
324887,"[[3, 5], [5, 5]]","[[5, 8], [4, 11], [10, 6], [7, 13], [4, 15]]","[[3, 17]]",4,,False,3,https://moonboard.com/Problems/View/324887/z%C3%A4hngert
324886,"[[10, 4], [8, 4]]","[[6, 7], [9, 7], [6, 1], [9, 6], [7, 9], [6, 12], [8, 13], [8, 15], [10, 15]]","[[10, 17]]",0,0,False,11,https://moonboard.com/Problems/View/324886/bella-ganoush
324885,"[[8, 4]]","[[7, 9], [6, 12], [4, 14]]","[[4, 17]]",1,,False,1,https://moonboard.com/Problems/View/324885/piuchh
324876,"[[5, 4]]","[[4, 6], [6, 8], [4, 9], [7, 10], [5, 12], [8, 13], [8, 15]]","[[10, 17]]",0,0,False,8,https://moonboard.com/Problems/View/324876/atwin999
324875,"[[6, 3]]","[[4, 5], [4, 7], [2, 7], [3, 9], [1, 9], [3, 11], [1, 12], [3, 14], [1, 15]]","[[1, 17]]",0,,False,2,https://moonboard.com/Problems/View/324875/atwin777
324873,"[[5, 4]]","[[4, 12], [1, 15], [7, 9], [3, 9]]","[[3, 17]]",0,0,False,5,https://moonboard.com/Problems/View/324873/atwin444
324871,"[[5, 4]]","[[4, 7], [0, 8], [4, 11], [0, 12]]","[[3, 17]]",0,,False,5,https://moonboard.com/Problems/View/324871/jeep
324870,"[[5, 4]]","[[7, 9], [5, 13], [6, 7], [8, 13]]","[[8, 17]]",0,0,False,17,https://moonboard.com/Problems/View/324870/centre-steps
324869,"[[5, 4], [6, 3]]","[[6, 8], [7, 9], [4, 5], [2, 9], [2, 12], [8, 13], [4, 14]]","[[6, 17]]",0,0,False,27,https://moonboard.com/Problems/View/324869/daniel-v4
324868,"[[0, 4]]","[[1, 7], [3, 10], [0, 13], [2, 12], [4, 7], [2, 9], [1, 15]]","[[0, 17]]",1,,False,1,https://moonboard.com/Problems/View/324868/andreas-1
324852,"[[8, 5], [9, 1]]","[[3, 9], [6, 10], [8, 13]]","[[4, 17]]",4,,False,2,https://moonboard.com/Problems/View/324852/go-kinda-big
324849,"[[10, 4]]","[[9, 7], [9, 8], [5, 13]]","[[4, 17]]",3,,False,3,https://moonboard.com/Problems/View/324849/chip-skylark
324848,"[[0, 4], [5, 4]]","[[1, 3], [7, 10], [2, 12], [4, 7], [8, 7], [5, 8], [3, 13], [0, 10]]","[[1, 17], [4, 17]]",0,,False,1,https://moonboard.com/Problems/View/324848/funnies
324847,"[[10, 5]]","[[10, 6], [10, 7], [7, 10], [8, 12], [5, 13], [4, 14], [3, 16]]","[[3, 17]]",2,,False,2,https://moonboard.com/Problems/View/324847/tristan-s-lb-2
324836,"[[5, 4]]","[[5, 8], [2, 9], [6, 12], [4, 14]]","[[6, 17]]",0,0,False,16,https://moonboard.com/Problems/View/324836/dig-that
324833,"[[1, 3], [5, 5]]","[[4, 8], [4, 7], [4, 11], [7, 13], [2, 14], [7, 4], [7, 9]]","[[4, 17]]",1,,False,5,https://moonboard.com/Problems/View/324833/dwarfboulder
324831,"[[8, 3]]","[[6, 6], [3, 9], [3, 12], [3, 15], [7, 15]]","[[8, 17]]",4,,False,1,https://moonboard.com/Problems/View/324831/murks
324824,"[[1, 2], [5, 4]]","[[2, 6], [3, 9], [1, 12], [4, 14]]","[[4, 17]]",1,1,False,24,https://moonboard.com/Problems/View/324824/long-arms-prefered
324821,"[[8, 4], [5, 4]]","[[7, 8], [4, 9], [8, 12], [4, 14]]","[[8, 17]]",1,1,False,10,https://moonboard.com/Problems/View/324821/reach-mr-frodo
324818,"[[2, 5], [3, 4]]","[[8, 10], [9, 5], [6, 12], [3, 8]]","[[4, 17]]",4,,False,7,https://moonboard.com/Problems/View/324818/moonwalking-direct
324817,"[[5, 4]]","[[7, 9], [8, 13], [8, 15], [9, 6], [5, 10]]","[[8, 17]]",0,,False,4,https://moonboard.com/Problems/View/324817/charles-tes
324816,"[[6, 3], [4, 5]]","[[9, 4], [4, 7], [5, 10], [2, 12], [3, 14], [2, 4]]","[[3, 17]]",0,0,False,13,https://moonboard.com/Problems/View/324816/dumbadumba-easy
324810,"[[6, 1], [4, 5]]","[[8, 6], [3, 8], [1, 2], [6, 11], [2, 12], [4, 14]]","[[4, 17], [3, 17]]",0,,False,2,https://moonboard.com/Problems/View/324810/bing-bang-boom
324807,"[[10, 4], [9, 4]]","[[9, 7], [6, 7], [6, 12], [6, 16], [7, 9], [4, 14]]","[[6, 17]]",0,0,False,30,https://moonboard.com/Problems/View/324807/forgot-you-could-bump
324806,"[[6, 3], [5, 4]]","[[4, 7], [6, 8], [1, 10], [1, 15], [4, 12]]","[[3, 17]]",0,0,False,15,https://moonboard.com/Problems/View/324806/minisaurus
324802,"[[3, 5], [0, 4]]","[[2, 6], [2, 9], [5, 10], [2, 12], [6, 14], [7, 13], [10, 7]]","[[8, 17]]",1,,False,3,https://moonboard.com/Problems/View/324802/carol-has-left
324800,"[[5, 4], [6, 1]]","[[7, 7], [7, 9], [4, 9], [6, 12], [4, 14]]","[[4, 17]]",0,0,False,17,https://moonboard.com/Problems/View/324800/mini-monster
324795,"[[6, 3]]","[[9, 7], [6, 9], [5, 10], [2, 12], [4, 14], [3, 6]]","[[3, 17]]",2,,False,2,https://moonboard.com/Problems/View/324795/a-copy
324783,"[[6, 3], [5, 4]]","[[8, 4], [6, 6], [3, 9], [5, 10], [4, 7], [8, 7], [7, 9], [6, 12], [8, 13], [3, 13], [6, 15]]","[[4, 17]]",0,,False,1,https://moonboard.com/Problems/View/324783/ada-and-noelani
324782,"[[5, 4]]","[[6, 3], [2, 6], [4, 7], [6, 7], [7, 9], [6, 12], [8, 15], [2, 9], [3, 14], [3, 11], [3, 16]]","[[4, 17], [6, 17]]",0,,False,3,https://moonboard.com/Problems/View/324782/better-not-fall
324774,"[[7, 4], [4, 5]]","[[4, 7], [1, 9], [9, 7], [4, 11], [4, 12], [8, 13], [5, 15]]","[[4, 17]]",0,0,False,3,https://moonboard.com/Problems/View/324774/guesswork
324770,"[[10, 4]]","[[6, 7], [7, 11], [2, 12]]","[[3, 17]]",6,,False,2,https://moonboard.com/Problems/View/324770/someone-like-you
324769,"[[9, 4]]","[[5, 9], [6, 8], [8, 12], [4, 13]]","[[3, 17]]",4,,False,2,https://moonboard.com/Problems/View/324769/supreme-thief
324768,"[[4, 5], [7, 4]]","[[6, 8], [1, 10], [6, 12], [4, 13]]","[[8, 17]]",0,,False,5,https://moonboard.com/Problems/View/324768/it-already-exists
324765,"[[6, 3], [3, 2]]","[[2, 6], [6, 8], [2, 9], [3, 11], [2, 13], [1, 14]]","[[0, 17]]",1,,False,7,https://moonboard.com/Problems/View/324765/zz
324762,"[[5, 4], [10, 4]]","[[6, 8], [5, 10], [4, 7], [7, 11], [4, 13], [8, 13]]","[[6, 17]]",1,2,False,25,https://moonboard.com/Problems/View/324762/pt
324759,"[[9, 4], [6, 1]]","[[6, 8], [5, 11], [8, 13]]","[[6, 17]]",1,,False,1,https://moonboard.com/Problems/View/324759/stage-5-clinger
324753,"[[10, 4]]","[[5, 4], [4, 7], [1, 10], [6, 12], [2, 14]]","[[6, 17]]",1,1,False,11,https://moonboard.com/Problems/View/324753/exit-right
324752,"[[10, 4]]","[[5, 4], [4, 7], [1, 10], [4, 12], [0, 15]]","[[3, 17]]",1,,False,4,https://moonboard.com/Problems/View/324752/exit-left
324749,"[[5, 4]]","[[6, 8], [1, 10], [3, 14], [2, 14]]","[[4, 17]]",1,1,False,6,https://moonboard.com/Problems/View/324749/propellerhead
324747,"[[10, 4]]","[[6, 8], [5, 10], [4, 14]]","[[10, 17]]",4,,False,3,https://moonboard.com/Problems/View/324747/kelly-s-pogo
324743,"[[5, 4], [9, 1]]","[[5, 9], [3, 11], [7, 13], [4, 15]]","[[2, 17]]",2,,False,2,https://moonboard.com/Problems/View/324743/big-sky
324742,"[[10, 4]]","[[9, 7], [10, 10], [6, 12], [9, 15]]","[[4, 17]]",0,,False,3,https://moonboard.com/Problems/View/324742/croft-in-color
324735,"[[5, 4], [10, 4]]","[[7, 9], [6, 12], [4, 14], [8, 13]]","[[6, 17]]",0,0,False,44,https://moonboard.com/Problems/View/324735/too-easy-man
324733,"[[5, 4]]","[[4, 7], [6, 8], [7, 9], [4, 9], [6, 12], [5, 13], [4, 14], [6, 1]]","[[4, 17], [6, 17]]",0,0,False,43,https://moonboard.com/Problems/View/324733/mel-v3
324730,"[[5, 4]]","[[1, 7], [1, 8], [0, 11], [3, 14]]","[[1, 17]]",1,,False,3,https://moonboard.com/Problems/View/324730/blefa-naum
324729,"[[5, 4]]","[[1, 7], [1, 10], [1, 12], [5, 14], [3, 15]]","[[7, 17]]",1,,False,4,https://moonboard.com/Problems/View/324729/1985-18
324728,"[[8, 4], [10, 4]]","[[9, 1], [9, 7], [6, 3], [6, 7], [8, 10], [6, 12], [8, 12], [8, 15]]","[[8, 17]]",0,,False,3,https://moonboard.com/Problems/View/324728/2cb
324722,"[[5, 4]]","[[4, 5], [2, 9], [4, 11], [2, 12], [3, 14], [1, 15]]","[[4, 17]]",0,,False,3,https://moonboard.com/Problems/View/324722/mo1
324719,"[[5, 4], [9, 1]]","[[5, 9], [3, 11], [7, 13], [4, 15]]","[[3, 17]]",2,,False,5,https://moonboard.com/Problems/View/324719/lament
324718,"[[5, 4]]","[[2, 6], [1, 9], [4, 12], [1, 15], [6, 16]]","[[8, 17]]",0,,False,1,https://moonboard.com/Problems/View/324718/some-random-guy-showed-me
324713,"[[5, 4], [9, 4]]","[[6, 7], [9, 7], [7, 9], [6, 12], [6, 8], [8, 13], [8, 15], [9, 15]]","[[8, 17]]",0,0,False,12,https://moonboard.com/Problems/View/324713/aa1
324709,"[[6, 1]]","[[6, 7], [2, 11], [5, 14]]","[[1, 17]]",4,,False,1,https://moonboard.com/Problems/View/324709/c12-is-dope
324708,"[[9, 4]]","[[7, 10], [3, 5], [2, 11]]","[[3, 17]]",5,,False,1,https://moonboard.com/Problems/View/324708/lost-hope
324706,"[[5, 4]]","[[3, 11], [2, 15], [4, 12], [7, 7]]","[[4, 17]]",2,,False,2,https://moonboard.com/Problems/View/324706/steve-french
324699,"[[8, 4]]","[[3, 9], [7, 13], [1, 15], [7, 7]]","[[1, 17]]",4,,False,2,https://moonboard.com/Problems/View/324699/dual-flippers
324696,"[[8, 4]]","[[6, 1], [4, 6], [4, 9], [8, 8], [8, 12], [4, 13], [9, 15], [8, 15]]","[[10, 17]]",1,,False,3,https://moonboard.com/Problems/View/324696/-problem-child
324681,"[[5, 4], [6, 1]]","[[7, 7], [4, 9], [7, 10], [6, 12], [6, 13], [4, 15], [4, 7], [4, 13]]","[[3, 17]]",0,0,False,15,https://moonboard.com/Problems/View/324681/frozen-tundra
324680,"[[5, 4], [6, 1]]","[[7, 7], [7, 10], [4, 9], [6, 12], [6, 13], [4, 15]]","[[3, 17]]",0,0,False,7,https://moonboard.com/Problems/View/324680/unfinished-1
324676,"[[1, 5], [3, 5]]","[[2, 12], [7, 13], [5, 10], [5, 5], [2, 9], [10, 7], [6, 14], [2, 6]]","[[8, 17]]",1,,False,8,https://moonboard.com/Problems/View/324676/carol-left
324675,"[[9, 4]]","[[6, 6], [7, 8], [5, 10], [5, 11], [3, 12], [4, 13], [1, 15]]","[[0, 17]]",2,,False,1,https://moonboard.com/Problems/View/324675/yboard7
324673,"[[8, 3], [5, 4]]","[[6, 8], [2, 9], [3, 12], [2, 13], [3, 14]]","[[1, 17]]",1,,False,8,https://moonboard.com/Problems/View/324673/haydens-bloody-tips
324670,"[[9, 4], [5, 4]]","[[4, 5], [7, 7], [7, 9], [4, 12], [4, 14], [7, 13], [6, 1]]","[[6, 17]]",0,0,False,15,https://moonboard.com/Problems/View/324670/adopt-insane-madness
324663,"[[0, 4], [1, 2]]","[[4, 6], [4, 9], [8, 11], [5, 14]]","[[4, 17]]",1,,False,2,https://moonboard.com/Problems/View/324663/1985-19
324660,"[[6, 3]]","[[6, 6], [3, 8], [6, 10], [5, 11], [8, 13], [3, 15], [3, 16]]","[[0, 17]]",1,,False,1,https://moonboard.com/Problems/View/324660/hold-on-long-john
324655,"[[6, 1], [5, 4]]","[[4, 7], [4, 9], [6, 12], [8, 15], [6, 16]]","[[8, 17]]",0,0,False,13,https://moonboard.com/Problems/View/324655/settling-worse
324653,"[[5, 4], [6, 1]]","[[4, 7], [6, 8], [5, 10], [8, 15], [10, 15], [9, 12]]","[[8, 17]]",0,,False,3,https://moonboard.com/Problems/View/324653/made-up-1
324648,"[[5, 4], [6, 1]]","[[4, 7], [4, 9], [5, 9], [3, 11], [0, 13], [1, 15]]","[[3, 17]]",0,0,False,6,https://moonboard.com/Problems/View/324648/first-idk-2
324646,"[[5, 4], [4, 5]]","[[6, 7], [4, 9], [4, 11], [0, 13], [3, 14]]","[[4, 17]]",0,0,False,8,https://moonboard.com/Problems/View/324646/obs-getingbo-p%C3%A5-toppen
324645,"[[5, 4], [6, 3]]","[[9, 7], [6, 6], [4, 9], [5, 10], [6, 13], [8, 13]]","[[8, 17]]",0,,False,4,https://moonboard.com/Problems/View/324645/das-kleine-schmuts
324644,"[[5, 4], [1, 2]]","[[4, 7], [6, 9], [4, 9], [4, 11], [2, 12], [3, 14]]","[[3, 17]]",0,0,False,7,https://moonboard.com/Problems/View/324644/pungvax-extreme
324643,"[[8, 4]]","[[7, 8], [8, 11], [4, 14]]","[[2, 17]]",1,,False,2,https://moonboard.com/Problems/View/324643/feet-cutting-var-var
